#separator:tab
#html:true
#tags column:3
#guid column:4
#deck:Français PT*::Thème 1 Nature::Verne
Qui est Pierre Aronnax, le narrateur du roman ?	<b>Un naturaliste, professeur suppléant au Muséum d'histoire naturelle de Paris.</b><br>Auteur d'un livre sur les grands fonds marins. Il raconte à la première personne, après coup, mais par endroits comme un journal « sous la dictée des événements ».<br><small>Réf. : I, 2 ; II, 1 ; II, 23 [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne personnage	ver-004
Comment le capitaine Nemo justifie-t-il sa vie sous les mers ?	<b>Il a rompu avec la société ; sous la mer, aucun despote : il est libre.</b><br>Pour lui, « la mer est tout ». <i>Nemo</i> veut dire « personne » en latin : le roman ne révèle ni son vrai nom ni sa patrie.<br><small>Réf. : I, 10 ; II, 23 [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne personnage	ver-007
Pour le thème « Expériences de la nature », quel est l'enjeu du roman de Verne ?	<b>Connaître la mer grâce à la technique, sans jamais la dominer tout à fait.</b><br>Connaître : le salon vitré (I, 14). Exploiter : la mer, propriété de Nemo (I, 10). Éprouver : la banquise et l'asphyxie (II, 16).<br><small>Réf. : synthèse (interprétation, pas une citation) : I, 10 ; I, 14 ; II, 16 [non vérifié]</small>	theme1 verne essentiel	ver-003
D'où le <i>Nautilus</i> tire-t-il son énergie, sa nourriture et ses vêtements ?	<b>De la mer seule : électricité au sodium marin, produits de la pêche, étoffes de byssus.</b><br>Sodium extrait de l'eau de mer grâce à la houille de mines sous-marines, près de sa base, un volcan éteint. Nemo ne mange rien de la terre.<br><small>Réf. : I, 10 ; I, 12 ; II, 10 [non vérifié]</small>	theme1 verne essentiel	ver-009
Que mesurent les « vingt mille lieues » du titre ?	<b>La distance parcourue sous les mers en moins de dix mois, pas une profondeur.</b><br>Environ 80 000 km (une lieue vaut ici 4 km : II, 11), soit deux fois le tour de la Terre : un tour du monde sous-marin.<br><small>Réf. : II, 23 ; II, 11 [non vérifié]</small>	theme1 verne essentiel	ver-002
Que veut avant tout Ned Land, le harponneur canadien, à bord du <i>Nautilus</i> ?	<b>S'évader : retrouver la terre, la viande et la liberté.</b><br>Né à Québec, surnommé « le roi des harponneurs ». Il refuse de promettre qu'il ne fuira pas, et ne revit qu'à terre, près de la Nouvelle-Guinée.<br><small>Réf. : I, 4 ; I, 10 ; I, 20-21 [non vérifié] ; formule [à vérifier dans ton édition]</small>	theme1 verne personnage	ver-006
Quelle double face le capitaine Nemo montre-t-il au fil du roman ?	<b>Savant généreux, du côté des opprimés, mais aussi justicier animé par la haine.</b><br>Il sauve un pêcheur de perles, aide, semble-t-il, les insurgés crétois, puis coule un navire de guerre. Aronnax se demande s'il faut le haïr ou l'admirer.<br><small>Réf. : II, 1 ; II, 3 ; II, 6 et 8 (or de Vigo : déduction d'Aronnax) ; II, 21 ; II, 23 [non vérifié]</small>	theme1 verne personnage	ver-008
Quel est le projet des <i>Voyages extraordinaires</i>, la série dont fait partie ce roman ?	<b>Instruire en divertissant : faire découvrir la Terre et les sciences par l'aventure.</b><br>Le roman paraît en 1869-1870 chez Hetzel, en feuilleton dans une revue pour la jeunesse, le <i>Magasin d'éducation et de récréation</i> ; édition illustrée en 1871.<br><small>Réf. : projet de Verne et de son éditeur Hetzel ; dates d'après la BnF (recherche web) [non vérifié]</small>	theme1 verne essentiel	ver-001
Quelle est la devise du <i>Nautilus</i>, et que signifie-t-elle ?	<b><i>Mobilis in mobile</i> (ou <i>mobili</i> selon l'édition) : mobile dans l'élément mobile.</b><br>Portée, avec la lettre N, par chaque ustensile de table. Aronnax précise : <i>in</i> veut dire « dans », non « sur » : le <i>Nautilus</i> vit dans la mer.<br><small>Réf. : I, 8 (titre du chapitre, premier repas) [non vérifié]. <i>Mobile</i> : édition illustrée Hetzel, texte du dépôt ; <i>mobili</i> : d'autres éditions [à vérifier dans ton édition]</small>	theme1 verne essentiel	ver-011
Qu'emporte le <i>Nautilus</i> de la civilisation au fond des mers ?	<b>Bibliothèque, musée, orgue : un milieu humain clos au cœur de la mer.</b><br>L'électricité y fait chaleur et lumière ; l'air, stocké en réservoirs, se renouvelle en surface. Lien possible : Canguilhem, « Le vivant et son milieu » (à valider en cours).<br><small>Réf. : I, 11 ; I, 12 [non vérifié] ; Canguilhem, III, 3 [non vérifié]</small>	theme1 verne notion	ver-010
